"Code.U2A","Libellé.U2A","Action.menée","Adresse","latitude","longitude","result_address","result_score","result_type","result_id","Code.INSEE","Code.Postal","Commune","Departement","Region","Statut","Altitude.Moyenne","Superficie","Population","geo_point_2d","geo_shape","ID.Geogla","Code.Commune","Code.Canton","Code.Arrondissement","Code.Departement","Code.Region","lat","long"
"U4413","Centre distribution de la Turballe","Centre de Distribution Alimentaire","Salle Francois-Marie LEBRUN rue de la Fontaine  44420 La Turballe",47.348472,-2.511759,"",NA,"","","44211","44420","LA TURBALLE","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Commune simple",20,1830,4.5,"47.3507474102, -2.48853439808","{""type"": ""Polygon"", ""coordinates"": [[[-2.510893167244764, 47.30166029825542], [-2.513662360416303, 47.30343272820679], [-2.503673990503698, 47.31378906796025], [-2.502285285315878, 47.32818545357114], [-2.507543040242747, 47.34241066246949], [-2.527352932759995, 47.363144627631804], [-2.509741965671947, 47.367411404560904], [-2.495930664101792, 47.36471847053013], [-2.486358313819569, 47.36618215168445], [-2.475655418705267, 47.37711922836161], [-2.460110040256964, 47.37970144681981], [-2.456564385496242, 47.37124158389556], [-2.455163961535991, 47.36440431932249], [-2.460207727669514, 47.35460192256911], [-2.478518827148278, 47.33797382427072], [-2.49534409443123, 47.31356158896265], [-2.507824172269356, 47.308204440017015], [-2.510893167244764, 47.30166029825542]]]}",12135,211,13,3,"44",52,47.3507474102,-2.48853439808
"U4414","Centre distribution de Guérande","Centre de Distribution Alimentaire","1 avenue  de la Briere   44350 Guérande",47.331276,-2.423233,"Avenue de la Brière 44350 Guérande",0.87,"street","44069_0450_d7d2fb","44069","44350","GUERANDE","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Chef-lieu canton",20,8155,15.4,"47.3313320913, -2.41703658813","{""type"": ""Polygon"", ""coordinates"": [[[-2.436133905850181, 47.28236976438199], [-2.479833808610219, 47.300461901586914], [-2.511174220124647, 47.300780594235945], [-2.510893167244764, 47.30166029825542], [-2.507824172269356, 47.308204440017015], [-2.49534409443123, 47.31356158896265], [-2.478518827148278, 47.33797382427072], [-2.460207727669514, 47.35460192256911], [-2.455163961535991, 47.36440431932249], [-2.456564385496242, 47.37124158389556], [-2.436328376003491, 47.370133931762844], [-2.428787265386586, 47.36125594794897], [-2.419533797645175, 47.35813330374186], [-2.414965648034463, 47.35970912650966], [-2.409514727605623, 47.36951006171845], [-2.373527758614429, 47.3894354200907], [-2.361511591405145, 47.38699538274481], [-2.355890578318102, 47.37795230994977], [-2.377015725478338, 47.36304401148787], [-2.391683598604696, 47.36020683946406], [-2.395428168059425, 47.35374357816688], [-2.393405603469739, 47.3505351169149], [-2.388427641199506, 47.349620496223864], [-2.378277754301147, 47.350614848076276], [-2.361372847740343, 47.35801117850563], [-2.336425303745089, 47.35483934701354], [-2.31804485586779, 47.360546493483696], [-2.315310073915533, 47.35399506585075], [-2.315292253106084, 47.35381542974408], [-2.357527013091701, 47.32805201929411], [-2.365714459813442, 47.31505008078999], [-2.370423464669799, 47.31623063063402], [-2.377971093910661, 47.31171200250041], [-2.395041731719027, 47.29149130251408], [-2.416971943452806, 47.28420575074499], [-2.419085902341663, 47.28714787863022], [-2.428610391405723, 47.28638618914407], [-2.436133905850181, 47.28236976438199]]]}",1842,69,13,3,"44",52,47.3313320913,-2.41703658813
"U4415","Centre distribution de Croisic","Centre de Distribution Alimentaire","Rue du Grand Lin   44490 LE CROISIC",47.295561,-2.514925,"Rue du Grand Lin 44490 Le Croisic",0.92,"street","44049_XXXX_d6a6ed","44049","44490","LE CROISIC","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Chef-lieu canton",7,454,4.1,"47.2922743449, -2.52277844422","{""type"": ""Polygon"", ""coordinates"": [[[-2.503819426379314, 47.28095168514517], [-2.546529983742646, 47.29193723933273], [-2.542924345386325, 47.29812019425819], [-2.53312915768128, 47.300257847305154], [-2.523015593613262, 47.301371995205905], [-2.513806298391909, 47.29838124797347], [-2.503533723441304, 47.29096424993602], [-2.503819426379314, 47.28095168514517]]]}",30120,49,10,3,"44",52,47.2922743449,-2.52277844422
"U4416","A DEFINIR","Epicerie sociale","17 rue waldeck Rousseau   44130 Blain",47.477028,-1.76685,"17 Rue P Waldeck Rousseau 44130 Blain",0.87,"housenumber","44015_1124_475f72","44015","44130","BLAIN","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Chef-lieu canton",26,10208,9.3,"47.4628210409, -1.76789479614","{""type"": ""Polygon"", ""coordinates"": [[[-1.732941945227491, 47.40748496942848], [-1.752624133907728, 47.41880202918165], [-1.75434839132046, 47.42894016006937], [-1.763306508571648, 47.43223478461643], [-1.789023802424419, 47.43193552082194], [-1.815773877878925, 47.442076438607664], [-1.820849961376752, 47.44131590299376], [-1.830672048615777, 47.42907556202582], [-1.835578561902132, 47.42792454051408], [-1.84050896323567, 47.437766250681356], [-1.883679721485649, 47.456938740750296], [-1.887840094779067, 47.463320769199655], [-1.874012689635683, 47.46774318577305], [-1.850216944135399, 47.48576529212694], [-1.834724702129859, 47.48540905230767], [-1.823530158851502, 47.49684916955951], [-1.788019380022073, 47.4967645249882], [-1.765256829405667, 47.50443529194572], [-1.751878449302033, 47.50035607390948], [-1.732222402736348, 47.50064295439191], [-1.713687970728001, 47.49765276617036], [-1.691648873098701, 47.5041251634664], [-1.679335507901518, 47.49906611489476], [-1.676040459289354, 47.49288635623103], [-1.685202218827945, 47.4711192166519], [-1.69028004216542, 47.47063503081118], [-1.691782950917551, 47.46730101538309], [-1.693232218910181, 47.42622984267518], [-1.695510486654177, 47.42311683783513], [-1.718477604400338, 47.41609940748825], [-1.732941945227491, 47.40748496942848]]]}",12112,15,3,1,"44",52,47.4628210409,-1.76789479614
"U4417","Distribution ambulante St Nazaire","Centre de Distribution Alimentaire","16 rue Madame de Sévigné   44600 SAINT NAZAIRE",47.285376,-2.207239,"16 Rue de Sévigné 44600 Saint-Nazaire",0.78,"housenumber","44184_XXXX_f6993e","44210","44570","TRIGNAC","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Commune simple",3,1424,7.2,"47.3125328416, -2.20700045585","{""type"": ""Polygon"", ""coordinates"": [[[-2.184602712768069, 47.30664486760498], [-2.210107241068358, 47.289144418291606], [-2.232751783046437, 47.303110003635084], [-2.238254170358704, 47.31286710968403], [-2.238282077731131, 47.316276236106134], [-2.221723317968153, 47.32824658024349], [-2.214732134257752, 47.32335548217131], [-2.204824213284191, 47.323665289832775], [-2.20136847399705, 47.335638972789745], [-2.188635674508967, 47.3305075207159], [-2.173501860136334, 47.317380446149926], [-2.184602712768069, 47.30664486760498]]]}",32432,210,47,3,"44",52,47.3125328416,-2.20700045585
"U4418","Centre de distribution de Blain","Centre de Distribution Alimentaire","7 rue de la Marsolais   44130 BLAIN",47.48032,-1.748907,"7 Rue de la Marsollais 44130 Blain",0.89,"housenumber","44015_1153_d59800","44015","44130","BLAIN","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Chef-lieu canton",26,10208,9.3,"47.4628210409, -1.76789479614","{""type"": ""Polygon"", ""coordinates"": [[[-1.732941945227491, 47.40748496942848], [-1.752624133907728, 47.41880202918165], [-1.75434839132046, 47.42894016006937], [-1.763306508571648, 47.43223478461643], [-1.789023802424419, 47.43193552082194], [-1.815773877878925, 47.442076438607664], [-1.820849961376752, 47.44131590299376], [-1.830672048615777, 47.42907556202582], [-1.835578561902132, 47.42792454051408], [-1.84050896323567, 47.437766250681356], [-1.883679721485649, 47.456938740750296], [-1.887840094779067, 47.463320769199655], [-1.874012689635683, 47.46774318577305], [-1.850216944135399, 47.48576529212694], [-1.834724702129859, 47.48540905230767], [-1.823530158851502, 47.49684916955951], [-1.788019380022073, 47.4967645249882], [-1.765256829405667, 47.50443529194572], [-1.751878449302033, 47.50035607390948], [-1.732222402736348, 47.50064295439191], [-1.713687970728001, 47.49765276617036], [-1.691648873098701, 47.5041251634664], [-1.679335507901518, 47.49906611489476], [-1.676040459289354, 47.49288635623103], [-1.685202218827945, 47.4711192166519], [-1.69028004216542, 47.47063503081118], [-1.691782950917551, 47.46730101538309], [-1.693232218910181, 47.42622984267518], [-1.695510486654177, 47.42311683783513], [-1.718477604400338, 47.41609940748825], [-1.732941945227491, 47.40748496942848]]]}",12112,15,3,1,"44",52,47.4628210409,-1.76789479614
"U4419","Centre distribution Grandchamp Fontaines","Centre de Distribution Alimentaire","  11 Rue du Perray 44119 Grandchamp des Fontaines",47.364158,-1.603708,"11 Rue du Perray 44119 Grandchamps-des-Fontaines",0.86,"housenumber","44066_0142_1f39f1","44066","44119","GRANDCHAMPS-DES-FONTAINES","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","Commune simple",42,3405,4.7,"47.3606796643, -1.61754475868","{""type"": ""Polygon"", ""coordinates"": [[[-1.597530793682336, 47.333542036993556], [-1.617401109509829, 47.33261765481134], [-1.68406991920838, 47.3564581995558], [-1.662140351712739, 47.36996614847785], [-1.622969327648265, 47.38581630559744], [-1.598338950733279, 47.38596455072117], [-1.588512617747094, 47.39370227871613], [-1.582510925459227, 47.37803278836421], [-1.562784074081883, 47.36930551204566], [-1.572448435204146, 47.35921369852251], [-1.572321743908157, 47.35290658045028], [-1.597530793682336, 47.333542036993556]]]}",34386,66,7,2,"44",52,47.3606796643,-1.61754475868
"U4501","Centre de distribution d'Orléans","Centre de Distribution Alimentaire","69bis rue des Anguignis   45650 St Jean le Blanc",47.884611,1.912661,"69BIS Rue des Anguignis 45650 Saint-Jean-le-Blanc",0.83,"housenumber","45286_0060_9e0e9e","45234","45000/45100","ORLEANS","LOIRET","CENTRE","Préfecture de région",106,2757,113.2,"47.8828634214, 1.91610357477","{""type"": ""Polygon"", ""coordinates"": [[[1.93685977243857, 47.86374941541437], [1.934545089195888, 47.85444869912237], [1.947514296931575, 47.83972354706484], [1.947951781560773, 47.82234687824028], [1.938614508544108, 47.81407189369603], [1.933522023801388, 47.81346761470992], [1.928418718299319, 47.81406914115241], [1.922835816422863, 47.82382898219038], [1.915629459214462, 47.83705685036133], [1.931039800808721, 47.85053749251997], [1.930008701076878, 47.85725163963536], [1.916448443429907, 47.86246461031079], [1.904350514357241, 47.87771643623979], [1.885071771389771, 47.87961403361619], [1.879882809015445, 47.88394795101228], [1.886637957562608, 47.888512533866255], [1.886193599351761, 47.895024753560726], [1.87691554845393, 47.895818425271386], [1.884682688910007, 47.91088736765792], [1.885272515761265, 47.92678777240041], [1.895053774029012, 47.932307408260726], [1.898641746917291, 47.92204465229541], [1.913993415196365, 47.919757477539875], [1.923469275137194, 47.92258982223603], [1.936938296041815, 47.93335986963503], [1.941219083987884, 47.93226448699421], [1.943766836030182, 47.9233591063503], [1.935484565039262, 47.90702062719021], [1.937986350800422, 47.90040094320395], [1.918474161081366, 47.896334616091565], [1.912022729399427, 47.891135696566344], [1.912845474638067, 47.884284876418086], [1.926089124856029, 47.87384907885999], [1.931831732898696, 47.86436079899264], [1.93685977243857, 47.86374941541437]]]}",23359,234,99,2,"45",24,47.8828634214,1.91610357477
"U4502","Samu social d'Orléans","Samu social","69 bis rue des Anguignis   45650 ST JEAN LE BLANC",47.884611,1.912661,"69BIS Rue des Anguignis 45650 Saint-Jean-le-Blanc",0.78,"housenumber","45286_0060_9e0e9e","45234","45000/45100","ORLEANS","LOIRET","CENTRE","Préfecture de région",106,2757,113.2,"47.8828634214, 1.91610357477","{""type"": ""Polygon"", ""coordinates"": [[[1.93685977243857, 47.86374941541437], [1.934545089195888, 47.85444869912237], [1.947514296931575, 47.83972354706484], [1.947951781560773, 47.82234687824028], [1.938614508544108, 47.81407189369603], [1.933522023801388, 47.81346761470992], [1.928418718299319, 47.81406914115241], [1.922835816422863, 47.82382898219038], [1.915629459214462, 47.83705685036133], [1.931039800808721, 47.85053749251997], [1.930008701076878, 47.85725163963536], [1.916448443429907, 47.86246461031079], [1.904350514357241, 47.87771643623979], [1.885071771389771, 47.87961403361619], [1.879882809015445, 47.88394795101228], [1.886637957562608, 47.888512533866255], [1.886193599351761, 47.895024753560726], [1.87691554845393, 47.895818425271386], [1.884682688910007, 47.91088736765792], [1.885272515761265, 47.92678777240041], [1.895053774029012, 47.932307408260726], [1.898641746917291, 47.92204465229541], [1.913993415196365, 47.919757477539875], [1.923469275137194, 47.92258982223603], [1.936938296041815, 47.93335986963503], [1.941219083987884, 47.93226448699421], [1.943766836030182, 47.9233591063503], [1.935484565039262, 47.90702062719021], [1.937986350800422, 47.90040094320395], [1.918474161081366, 47.896334616091565], [1.912022729399427, 47.891135696566344], [1.912845474638067, 47.884284876418086], [1.926089124856029, 47.87384907885999], [1.931831732898696, 47.86436079899264], [1.93685977243857, 47.86374941541437]]]}",23359,234,99,2,"45",24,47.8828634214,1.91610357477
"U4503","Centre distribution de Montargis","Centre de Distribution Alimentaire","105 rue Coquillet   45200 Montargis",47.9881,2.732573,"105 Rue André Coquillet 45200 Montargis",0.79,"housenumber","45208_0120_cd97ba","45208","45200","MONTARGIS","LOIRET","CENTRE","Sous-préfecture",91,445,15,"47.9988427684, 2.73588922015","{""type"": ""Polygon"", ""coordinates"": [[[2.72846125673025, 47.987459527701375], [2.719997846053127, 47.99340616661016], [2.718341980421414, 48.00225740357694], [2.732515608661726, 48.00488223177953], [2.747365623818656, 48.01219532887837], [2.754233226142219, 48.009123183878415], [2.74834409526098, 48.003846253830524], [2.747358742110842, 47.99113731769227], [2.72846125673025, 47.987459527701375]]]}",27389,208,19,1,"45",24,47.9988427684,2.73588922015
"U4504","Centre distribution de St Jean le Blanc","Centre de Distribution Alimentaire","  69 Bis rue des Anguignis 45650 ST JEAN LE BLANC",47.884611,1.912661,"69BIS Rue des Anguignis 45650 Saint-Jean-le-Blanc",0.78,"housenumber","45286_0060_9e0e9e","45234","45000/45100","ORLEANS","LOIRET","CENTRE","Préfecture de région",106,2757,113.2,"47.8828634214, 1.91610357477","{""type"": ""Polygon"", ""coordinates"": [[[1.93685977243857, 47.86374941541437], [1.934545089195888, 47.85444869912237], [1.947514296931575, 47.83972354706484], [1.947951781560773, 47.82234687824028], [1.938614508544108, 47.81407189369603], [1.933522023801388, 47.81346761470992], [1.928418718299319, 47.81406914115241], [1.922835816422863, 47.82382898219038], [1.915629459214462, 47.83705685036133], [1.931039800808721, 47.85053749251997], [1.930008701076878, 47.85725163963536], [1.916448443429907, 47.86246461031079], [1.904350514357241, 47.87771643623979], [1.885071771389771, 47.87961403361619], [1.879882809015445, 47.88394795101228], [1.886637957562608, 47.888512533866255], [1.886193599351761, 47.895024753560726], [1.87691554845393, 47.895818425271386], [1.884682688910007, 47.91088736765792], [1.885272515761265, 47.92678777240041], [1.895053774029012, 47.932307408260726], [1.898641746917291, 47.92204465229541], [1.913993415196365, 47.919757477539875], [1.923469275137194, 47.92258982223603], [1.936938296041815, 47.93335986963503], [1.941219083987884, 47.93226448699421], [1.943766836030182, 47.9233591063503], [1.935484565039262, 47.90702062719021], [1.937986350800422, 47.90040094320395], [1.918474161081366, 47.896334616091565], [1.912022729399427, 47.891135696566344], [1.912845474638067, 47.884284876418086], [1.926089124856029, 47.87384907885999], [1.931831732898696, 47.86436079899264], [1.93685977243857, 47.86374941541437]]]}",23359,234,99,2,"45",24,47.8828634214,1.91610357477
"U46","DD du Lot","Distribution de chèques","175, Rue EMILE ZOLA   46000 CAHORS",44.452607,1.438122,"175 Rue Émile Zola 46000 Cahors",0.94,"housenumber","46042_1110_7696fd","46042","46000","CAHORS","LOT","MIDI-PYRENEES","Préfecture",205,6483,19.9,"44.4507370916, 1.44075837848","{""type"": ""Polygon"", ""coordinates"": [[[1.468047315952342, 44.401046077633], [1.448433584653419, 44.4096489595521], [1.43981174529749, 44.42123182241452], [1.436958004752474, 44.41493386989473], [1.42988942455388, 44.40619890627584], [1.421516331180957, 44.403792311916455], [1.410772362653658, 44.409364094077596], [1.410654205565464, 44.42251671991569], [1.398107143493231, 44.41794119000155], [1.393579929468833, 44.418991722075326], [1.39323065487094, 44.42907980025872], [1.379115669839722, 44.430988941943866], [1.372507623480198, 44.43574458593499], [1.379619374934457, 44.43884766195766], [1.378782414550101, 44.44568726545435], [1.397059857184207, 44.44825958693303], [1.400799412264998, 44.45825412878494], [1.421694150691924, 44.46587536732241], [1.423870785442814, 44.47258734869531], [1.421485861982303, 44.47558753142665], [1.408011911998045, 44.47847315850677], [1.404789407482762, 44.49195050268222], [1.412020873287541, 44.50005937371303], [1.410733489402248, 44.50915288062087], [1.428891549816089, 44.51182600762593], [1.437170441048839, 44.50867514333945], [1.451480959723044, 44.50163777816925], [1.449964654899225, 44.49499862804526], [1.459270120546876, 44.47205223832903], [1.46835067614804, 44.47430363381729], [1.476011066258718, 44.47095234175981], [1.494994325366135, 44.45691528697559], [1.499576962651519, 44.45097235430361], [1.499136597070362, 44.444357732056154], [1.504785717206721, 44.439374526239185], [1.50494217675036, 44.42917566902721], [1.486254900175281, 44.42930766740491], [1.474454678323361, 44.42331962146842], [1.476140623534971, 44.41669835781116], [1.468047315952342, 44.401046077633]]]}",10119,42,98,1,"46",73,44.4507370916,1.44075837848
